geometry,borough,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt
POINT (-73.8567089 40.6662232),BK,4540,10,1220.0,1007.0,42.0,11208.0,75.0,6410.0,STANLEY AVENUE,R4,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"95,050",0,,,,,7.0,0,,0,0,130.17,500,0.0,0,0.0,True,3.0,516480.0,516480.0,0.0,0,0,,,0.0,1.0,3,3045400010,1220.0,1024002.0,182032.0,40.6662232,-73.8567089,18b,,,,1,t,,3122000.0,31220001012.0,,,
POINT (-73.8610862 40.6725004),BK,4291,27,1208.0,5006.0,42.0,11208.0,75.0,6410.0,BLAKE AVENUE,R4,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"4,116",0,,,,,7.0,0,,0,0,22.75,100,0.0,0,0.0,True,5.0,19560.0,19560.0,0.0,0,0,,,0.0,1.0,3,3042910027,1208.0,1022784.0,184317.0,40.6725004,-73.8610862,18a,,,,1,t,,3120803.0,31208031006.0,,,
POINT (-73.9107532 40.8708653),MN,2197,75,299.0,2000.0,10.0,10034.0,34.0,110.0,9 AVE,C6-2,,,,,G7,10.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"52,699",0,,,,,0.0,0,,0,0,0,340.35,0.0,0,0.0,True,2.0,6404490.0,6404490.0,0.0,0,0,,,0.0,6.02,1,1021970075,299.0,1008933.0,256570.0,40.8708653,-73.9107532,3c,True,1021970075.0,12/17/2021,1,t,,1029900.0,10299002000.0,,,
POINT (-73.8031482 40.5903053),QN,16090,24,942.02,1017.0,31.0,11692.0,100.0,3700.0,BEACH 75 STREET,M1-1,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,202,0,,,,,7.0,0,,0,0,3.25,101,0.0,0,0.0,True,8.0,1485.0,1485.0,0.0,0,0,,,0.0,0.0,4,4160900024,94202.0,1038923.0,154402.0,40.5903053,-73.8031482,30c,,,,1,t,,4094202.0,40942023006.0,,,
POINT (-73.8048474 40.5904016),QN,16100,28,942.02,1016.0,31.0,11693.0,100.0,3700.0,BEACH 77 STREET,M1-1,M1-2,,,,U7,7.0,2.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"13,500",0,,,,,7.0,0,,0,0,60,240,0.0,0,0.0,True,5.0,0.0,0.0,0.0,0,0,,,0.0,0.0,4,4161000028,94202.0,1038451.0,154436.0,40.5904016,-73.8048474,30c,,,,1,t,,4094202.0,40942023005.0,,,
POINT (-73.9084062 40.8291247),BX,2388,54,185.0,1002.0,16.0,10456.0,42.0,3500.0,14 GOUVERNEUR PLACE,M1-1/R7-2,,,,,C3,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,240","3,420","3,420",0,0,0,2.0,2,3.0,4,4,27.16,82.43,27.0,51,1.0,False,3.0,18000.0,381150.0,1925.0,"1,996",0,,,1.53,3.44,2,2023880054,185.0,1009598.0,241363.0,40.8291247,-73.9084062,3d,,2023880054.0,11/28/2023,1,t,,2018501.0,20185011002.0,1925-01-01,1996-01-01,
POINT (-73.9079145 40.826709),BX,2370,143,185.0,1006.0,16.0,10456.0,42.0,3500.0,3341 3 AVENUE,M1-1/R7-2,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"1,220",0,,,,,7.0,0,,0,0,18.21,72.48,0.0,0,0.0,True,5.0,31500.0,31500.0,0.0,0,0,,,0.0,3.44,2,2023700143,185.0,1009735.0,240483.0,40.826709,-73.9079145,3d,True,,,1,t,,2018501.0,20185011006.0,,,
POINT (-73.9451013 40.7891739),MN,1652,1,164.0,4000.0,8.0,10029.0,23.0,2600.0,1851 3 AVENUE,R7-2,PARK,,,,D9,3.0,0.0,O,NYC HOUSING AUTHORITY,"213,079","390,000","390,000",0,0,0,2.0,4,14.0,151,151,443.67,610,170.0,40,1.0,True,3.0,3604500.0,22993200.0,1954.0,0,0,,,1.83,3.44,1,1016520001,164.0,999452.0,226799.0,40.7891739,-73.9451013,6b,,,,1,t,,1016400.0,10164004000.0,1954-01-01,,
POINT (-73.9415966 40.8158646),MN,1921,50,228.0,1001.0,9.0,10030.0,32.0,1000.0,138 WEST 137 STREET,R7-2,,,,,C4,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,998","11,810","11,810",0,0,0,2.0,1,5.0,20,20,30,99.92,30.0,86,2.0,False,5.0,15300.0,1679850.0,1910.0,0,0,,,3.94,3.44,1,1019210050,228.0,1000416.0,236524.0,40.8158646,-73.9415966,6a,,,,1,t,,1022800.0,10228001001.0,1910-01-01,,
POINT (-73.8603513 40.6653851),BK,4536,25,1220.0,1014.0,42.0,11208.0,75.0,6410.0,DREW STREET,R4,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,290",0,,,,,7.0,0,,0,0,139.83,230.92,0.0,0,0.0,True,5.0,17460.0,17460.0,0.0,0,0,,,0.0,1.0,3,3045360025,1220.0,1022992.0,181725.0,40.6653851,-73.8603513,18b,,,,1,t,,3122000.0,31220001012.0,,,
POINT (-73.8004853 40.6982452),QN,10111,201,204.0,1001.0,28.0,11433.0,103.0,3300.0,155-02 LIBERTY AVENUE,M1-2A,,,,,F9,6.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"42,960","6,600",0,0,0,0,2.0,1,2.0,0,1,250.46,113.95,30.0,120,0.0,True,3.0,199350.0,738900.0,1944.0,0,0,,,0.15,0.0,4,4101110201,204.0,1039573.0,193729.0,40.6982452,-73.8004853,14d,,,,1,t,,4020400.0,40204001001.0,1944-01-01,,
POINT (-73.7899584 40.6936344),QN,12152,11,260.0,1001.0,28.0,11433.0,103.0,3400.0,109-43 UNION HALL STREET,R6D,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,387",0,,,,,7.0,0,,0,0,21.5,111,0.0,0,0.0,False,5.0,9780.0,9780.0,0.0,0,0,,,0.0,2.5,4,4121520011,260.0,1042496.0,192056.0,40.6936344,-73.7899584,14d,,,,1,t,,4026000.0,40260001001.0,,,
POINT (-73.7890956 40.6916731),QN,12164,59,262.0,1001.0,28.0,11433.0,113.0,3400.0,UNION HALL STREET,R3A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,459",0,,,,,7.0,0,,0,0,46.33,41.75,0.0,0,0.0,True,5.0,7800.0,7800.0,0.0,0,0,,,0.0,0.75,4,4121640059,262.0,1042737.0,191342.0,40.6916731,-73.7890956,18c,,,,1,t,,4026200.0,40262001001.0,,,
POINT (-73.9418862 40.8234731),MN,2045,13,259.0,1004.0,9.0,10039.0,32.0,8510.0,2735 FREDRICK DOUGLASS BL,C4-4D,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,813",0,,,,,7.0,0,,0,0,25,112.5,0.0,0,0.0,False,5.0,540000.0,540000.0,0.0,0,0,,,0.0,6.02,1,1020450013,259.0,1000334.0,239296.0,40.8234731,-73.9418862,6a,,,,1,t,,1025900.0,10259001004.0,,,
POINT (-73.771288 40.5942208),QN,15848,60,992.0,2031.0,31.0,11691.0,101.0,3800.0,ROCKAWAY BEACH BLVD,R6A,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"1,122",0,,,,,7.0,0,,0,0,22,51,0.0,0,0.0,False,3.0,19125.0,19125.0,0.0,0,0,,,0.0,3.0,4,4158480060,992.0,1047768.0,155850.0,40.5942208,-73.771288,31a,,,,1,t,,4099200.0,40992002024.0,,,
POINT (-73.8688339 40.8151845),BX,3515,45,20.0,4000.0,18.0,10473.0,43.0,3030.0,BRONX RIVER AVENUE,R6,,,,,V0,11.0,0.0,,NYC HOUSING AUTHORITY,542,0,,,,,7.0,0,,0,0,81,9,0.0,0,0.0,True,8.0,306.0,306.0,0.0,0,0,,,0.0,2.43,2,2035150045,20.0,1020557.0,236298.0,40.8151845,-73.8688339,6c,,2035150001.0,07/15/2013,1,t,,2002001.0,20020012000.0,,,
POINT (-73.9601244 40.7405734),QN,6,50,1.0,1015.0,26.0,11101.0,108.0,720.0,2 STREET,R10,,,,,G7,10.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"64,242",0,,,,,7.0,0,,0,0,200,336.76,0.0,0,0.0,True,0.0,9175950.0,9175950.0,0.0,0,0,,,0.0,10.0,4,4000060050,1.0,995300.0,209090.0,40.7405734,-73.9601244,8d,,4000060001.0,09/20/2013,1,t,,4000101.0,40001011005.0,,,
POINT (-73.9372247 40.8202209),MN,2013,26,232.0,1001.0,9.0,10030.0,32.0,800.0,109 WEST 144 STREET,R7-2,,,,,C1,2.0,0.0,O,NYC HOUSING AUTHORITY,"5,304","18,230","18,230",0,0,0,2.0,1,5.0,20,20,53.08,99.92,53.08,87.92,2.0,False,5.0,119250.0,668250.0,1922.0,"1,989",0,,,3.44,3.44,1,1020130026,232.0,1001625.0,238112.0,40.8202209,-73.9372247,6a,,,,1,t,,1023200.0,10232001001.0,1922-01-01,1989-01-01,
POINT (-73.8929677 40.8550188),BX,3050,25,385.0,4001.0,15.0,10458.0,48.0,1000.0,480 EAST 183 STREET,R6A,,,,,C1,2.0,0.0,X,NYC HOUSING PRESERVATION AND DEVELOPMENT,"4,000","18,000","18,000",0,0,0,2.0,1,5.0,20,20,40,100,40.0,90,0.0,False,5.0,14400.0,526500.0,1907.0,"1,988",0,,,4.5,3.0,2,2030500025,385.0,1013859.0,250802.0,40.8550188,-73.8929677,3c,,,,1,t,,2038500.0,20385004001.0,1907-01-01,1988-01-01,
POINT (-73.7966003 40.5874476),QN,15939,1,954.0,3015.0,31.0,11692.0,100.0,3800.0,115 BEACH 67 STREET,PARK,R6,,,,Q0,9.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"97,003",0,,,,,7.0,1,,0,0,954.97,200,0.0,0,0.0,True,5.0,1452150.0,1452150.0,0.0,0,0,,,0.0,0.0,4,4159390001,954.0,1040744.0,153365.0,40.5874476,-73.7966003,30c,,4159420001.0,12/30/2015,1,t,,4095400.0,40954003012.0,,,
POINT (-73.7995834 40.5867776),QN,16093,1,954.0,3019.0,31.0,11692.0,100.0,3800.0,BEACH FRONT ROAD,PARK,R6,,,,Q0,9.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"78,335",0,,,,,7.0,2,,0,0,"1,178","1,020",0.0,0,0.0,True,5.0,1406250.0,1406250.0,0.0,0,0,,,0.0,0.0,4,4160930001,954.0,1039916.0,153119.0,40.5867776,-73.7995834,30c,,,,1,t,,4095400.0,40954003026.0,,,
POINT (-73.7945765 40.5910836),QN,15910,7,964.0,2008.0,31.0,11692.0,100.0,3800.0,65-12 ROCKAWAY BEACH BLVD,R6,,,,,V0,11.0,1.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"6,360",0,,,,,7.0,0,,0,0,252.75,115.25,0.0,0,0.0,True,5.0,17460.0,17460.0,0.0,0,0,,,0.0,2.43,4,4159100007,964.0,1041303.0,154691.0,40.5910836,-73.7945765,30c,,4159100007.0,05/17/2010,1,t,,4096400.0,40964002006.0,,,
POINT (-73.7904831 40.5920808),QN,15901,1,964.0,2003.0,31.0,11692.0,100.0,3800.0,ROCKAWAY BEACH BLVD,R6,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"1,322,664",0,,,,,7.0,0,,0,0,475,78.42,0.0,0,0.0,True,3.0,3633300.0,3633300.0,0.0,0,0,,,0.0,2.43,4,4159010001,964.0,1042439.0,155057.0,40.5920808,-73.7904831,30c,,,,1,t,,4096400.0,40964002002.0,,,
POINT (-73.7955927 40.5908219),QN,15913,26,964.0,2009.0,31.0,11692.0,100.0,3800.0,66-22 ROCKAWAY BEACH BLVD,R6,,,,,V0,11.0,0.0,M,NYC HOUSING PRESERVATION AND DEVELOPMENT,"28,220",0,,,,,7.0,0,,0,0,233.5,242.64,0.0,0,0.0,True,3.0,88620.0,88620.0,0.0,0,0,,,0.0,2.43,4,4159130026,964.0,1041021.0,154595.0,40.5908219,-73.7955927,30c,,4159050001.0,05/20/2010,1,t,,4096400.0,40964002007.0,,,
POINT (-73.9602427 40.6814568),BK,2015,78,227.0,3000.0,35.0,11238.0,88.0,1300.0,79 LEFFERTS PLACE,R6B,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,480","9,860","9,860",0,0,0,2.0,1,4.0,8,8,29,120,29.0,85,0.0,False,5.0,11700.0,1147050.0,1930.0,0,0,,,2.83,2.0,3,3020150078,227.0,995277.0,187552.0,40.6814568,-73.9602427,16c,,,,1,t,,3022700.0,30227004003.0,1930-01-01,,
POINT (-73.8426204 40.7570346),QN,1833,117,383.01,1033.0,21.0,11368.0,110.0,1200.0,38-27 126TH STREET,C4-4,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"45,751",0,,,,,7.0,1,,0,0,478,637,0.0,0,0.0,True,5.0,4907250.0,4907250.0,0.0,"2,016",0,,,0.0,3.44,4,4018330117,38301.0,1027851.0,215124.0,40.7570346,-73.8426204,10b,,4018330117.0,11/15/2024,1,t,,4038301.0,40383011024.0,,2016-01-01,
POINT (-73.8411865 40.757384),QN,1833,151,383.01,1018.0,21.0,11368.0,110.0,1200.0,WILLETS POINT BLVD,C4-4,,,,,V1,11.0,0.0,X,NYC HOUSING PRESERVATION AND DEVELOPMENT,"10,542",0,,,,,7.0,1,,0,0,167,63,0.0,0,0.0,False,5.0,328950.0,328950.0,0.0,"2,016",0,,,0.0,3.44,4,4018330151,38301.0,1028248.0,215252.0,40.757384,-73.8411865,10b,,4018330155.0,11/01/2023,1,t,,4038301.0,40383011018.0,,2016-01-01,
POINT (-73.7926415 40.5915687),QN,15908,3,964.0,2006.0,31.0,11692.0,100.0,3800.0,ROCKAWAY BEACH BLVD,R6,,,,,V0,11.0,2.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"21,737",0,,,,,7.0,0,,0,0,255.2,89.6,0.0,0,0.0,True,5.0,57720.0,57720.0,0.0,0,0,,,0.0,2.43,4,4159080003,964.0,1041840.0,154869.0,40.5915687,-73.7926415,30c,,,,1,t,,4096400.0,40964002004.0,,,
POINT (-73.7890199 40.5890973),QN,15931,16,964.0,2016.0,31.0,11692.0,100.0,3800.0,104 BEACH 60 STREET,PARK,,,,,Q2,9.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"28,250","1,332",0,0,0,"1,332",2.0,1,1.0,0,0,157.56,218.95,37.0,36,0.0,True,5.0,212850.0,283950.0,0.0,0,0,,,0.05,0.0,4,4159310016,964.0,1042848.0,153971.0,40.5890973,-73.7890199,30c,,,,1,t,,4096400.0,40964002018.0,,,
POINT (-73.7934739 40.5913561),QN,15909,70,964.0,2006.0,31.0,11692.0,100.0,3800.0,64 BEACH 64 STREET,R6,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"13,358",0,,,,,7.0,0,,0,0,143.88,86.81,0.0,0,0.0,True,5.0,60.0,60.0,0.0,0,0,,,0.0,2.43,4,4159090070,964.0,1041609.0,154791.0,40.5913561,-73.7934739,30c,,4159050001.0,05/20/2010,1,t,,4096400.0,40964002004.0,,,
POINT (-73.9503345 40.8224917),MN,2072,27,225.0,4001.0,7.0,10031.0,30.0,900.0,503 WEST 140 STREET,R7A,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"4,996","17,230","17,230",0,0,0,2.0,1,5.0,20,20,50,99.92,50.0,87,3.0,False,5.0,19350.0,932400.0,1926.0,"1,988",0,,,3.45,4.0,1,1020720027,225.0,997996.0,238937.0,40.8224917,-73.9503345,6a,,,,1,t,,1022500.0,10225004001.0,1926-01-01,1988-01-01,
POINT (-73.9513867 40.8212982),MN,2070,26,225.0,5001.0,7.0,10031.0,30.0,900.0,507 WEST 138 STREET,R7A,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,747","12,640","12,640",0,0,0,2.0,1,5.0,20,20,37.5,99.92,38.0,85,3.0,False,5.0,14400.0,717300.0,1910.0,0,0,,,3.37,4.0,1,1020700026,225.0,997705.0,238502.0,40.8212982,-73.9513867,6a,,,,1,t,,1022500.0,10225005001.0,1910-01-01,,
POINT (-73.9517407 40.8214493),MN,2070,21,225.0,5001.0,7.0,10031.0,30.0,900.0,519 WEST 138 STREET,R7A,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,747","12,640","12,640",0,0,0,2.0,1,5.0,15,15,37.5,99.92,38.0,85,3.0,False,5.0,34650.0,852750.0,1910.0,0,0,,,3.37,4.0,1,1020700021,225.0,997607.0,238557.0,40.8214493,-73.9517407,6a,,,,1,t,,1022500.0,10225005001.0,1910-01-01,,
POINT (-73.953079 40.8244608),MN,2088,84,225.0,1004.0,7.0,10031.0,30.0,900.0,609 WEST 141 STREET,R8,,,,,D1,3.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"7,494","31,674","31,674",0,0,0,2.0,1,6.0,24,24,75,99.92,75.0,85,3.0,False,5.0,75600.0,732600.0,1909.0,"1,987",0,,,4.23,6.02,1,1020880084,225.0,997236.0,239654.0,40.8244608,-73.953079,6a,,,,1,t,,1022500.0,10225001005.0,1909-01-01,1987-01-01,
POINT (-73.9495197 40.8249095),MN,2075,46,229.0,4001.0,7.0,10031.0,30.0,620.0,530 WEST 144 STREET,R7A,,,,,D1,3.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"8,743","45,000","45,000",0,0,0,2.0,1,6.0,30,30,87.5,99.92,87.0,85,3.0,False,5.0,79650.0,1984500.0,1910.0,"1,988",0,,,5.15,4.0,1,1020750046,229.0,998221.0,239818.0,40.8249095,-73.9495197,6a,,,,1,t,,1022900.0,10229004001.0,1910-01-01,1988-01-01,
POINT (-73.9511098 40.8244381),MN,2074,6,229.0,2001.0,7.0,10031.0,30.0,620.0,545 WEST 142 STREET,R6A,,,,,C1,2.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,747","15,234","15,234",0,0,0,2.0,1,6.0,18,18,37.5,99.92,38.0,87,2.0,False,5.0,15300.0,899100.0,1920.0,0,0,,,4.07,3.0,1,1020740006,229.0,997781.0,239646.0,40.8244381,-73.9511098,6a,,,,1,t,,1022900.0,10229002001.0,1920-01-01,,
POINT (-73.9137234 40.671712),BK,1465,9,363.0,1002.0,41.0,11233.0,73.0,5020.0,EASTERN PARKWAY,C8-2,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"4,290",0,,,,,7.0,0,,0,0,39.83,113.5,0.0,0,0.0,True,5.0,213300.0,213300.0,0.0,0,0,,,0.0,0.0,3,3014650009,363.0,1008183.0,184011.0,40.671712,-73.9137234,17a,,,,1,t,,3036300.0,30363001005.0,,,
POINT (-73.9597324 40.7205119),BK,2309,22,557.0,2010.0,33.0,11249.0,94.0,400.0,134 WYTHE AVENUE,M1-2/R6A,,,,,Y1,8.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500","6,000",0,0,0,"6,000",2.0,1,3.0,0,0,25,100,25.0,80,0.0,False,5.0,26550.0,256500.0,1910.0,0,0,,,2.4,3.0,3,3023090022,557.0,995412.0,201781.0,40.7205119,-73.9597324,12c,,,,1,t,,3055700.0,30557002012.0,1910-01-01,,
POINT (-73.7703506 40.5977131),QN,15954,53,992.0,2002.0,31.0,11691.0,101.0,3800.0,457 BEACH 37 STREET,R4,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,667",0,,,,,7.0,0,,0,0,26.67,100,0.0,0,0.0,False,5.0,7260.0,7260.0,0.0,0,0,,,0.0,1.0,4,4159540053,992.0,1048025.0,157123.0,40.5977131,-73.7703506,31a,,,,1,t,,4099200.0,40992002002.0,,,
POINT (-73.7667851 40.5958257),QN,15948,1,992.0,2007.0,31.0,11691.0,101.0,3800.0,EDGEMERE AVENUE,C4-4,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"37,957",0,,,,,7.0,0,,0,0,422.54,62.12,0.0,0,0.0,True,5.0,1479150.0,1479150.0,0.0,0,0,,,0.0,3.44,4,4159480001,992.0,1049017.0,156438.0,40.5958257,-73.7667851,31a,,4159470001.0,01/03/2024,1,t,,4099200.0,40992002006.0,,,
POINT (-73.7724053 40.5939101),QN,15849,18,992.0,2032.0,31.0,11691.0,101.0,3800.0,ROCKAWAY BEACH BLVD,R6A,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,681",0,,,,,7.0,0,,0,0,24.54,109.29,0.0,0,0.0,False,5.0,54900.0,54900.0,0.0,0,0,,,0.0,3.0,4,4158490018,992.0,1047458.0,155736.0,40.5939101,-73.7724053,31a,,,,1,t,,4099200.0,40992002025.0,,,
POINT (-73.7713929 40.5940975),QN,15848,62,992.0,2019.0,31.0,11691.0,101.0,3800.0,2-19 BEACH 39 STREET,R6A,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,459",0,,,,,7.0,0,,0,0,26,94.42,0.0,0,0.0,False,5.0,50400.0,50400.0,0.0,0,0,,,0.0,3.0,4,4158480062,992.0,1047739.0,155805.0,40.5940975,-73.7713929,31a,,,,1,t,,4099200.0,40992002018.0,,,
POINT (-73.9112005 40.8229266),BX,2365,9,141.0,3000.0,17.0,10451.0,42.0,3400.0,868 WASHINGTON AVENUE,C4-4,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,592",0,,,,,7.0,0,,0,0,63.43,60.26,0.0,0,0.0,True,5.0,141750.0,141750.0,0.0,"2,016",0,,,0.0,3.44,2,2023650009,141.0,1008827.0,239104.0,40.8229266,-73.9112005,6c,,,,1,t,,2014100.0,20141003000.0,,2016-01-01,
POINT (-73.9111678 40.8230803),BX,2365,12,141.0,3000.0,17.0,10451.0,42.0,3400.0,872 WASHINGTON AVENUE,C4-4,,,,,V1,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"1,284",0,,,,,7.0,0,,0,0,63.96,34.64,0.0,0,0.0,True,5.0,58050.0,58050.0,0.0,0,0,,,0.0,3.44,2,2023650012,141.0,1008836.0,239160.0,40.8230803,-73.9111678,6c,,,,1,t,,2014100.0,20141003000.0,,,
POINT (-73.9418818 40.7043376),BK,3097,13,491.0,2000.0,34.0,11206.0,90.0,1500.0,112 SEIGEL STREET,R6,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,0,,0,0,25,100,0.0,0,0.0,False,5.0,23460.0,23460.0,0.0,0,0,,,0.0,2.43,3,3030970013,491.0,1000364.0,195891.0,40.7043376,-73.9418818,13b,,,,1,t,,3049100.0,30491002000.0,,,
POINT (-73.9475966 40.7020347),BK,2266,18,507.0,1007.0,33.0,11206.0,90.0,1500.0,384 WALLABOUT STREET,R7A,,,,,G7,10.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,0,,0,0,25,100,0.0,0,0.0,False,5.0,184500.0,184500.0,0.0,0,0,,,0.0,4.0,3,3022660018,507.0,998780.0,195051.0,40.7020347,-73.9475966,13b,,,,1,t,,3050700.0,30507001007.0,,,
POINT (-73.9472221 40.701299),BK,2269,14,507.0,1008.0,33.0,11206.0,90.0,1500.0,GERRY STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,750",0,,,,,7.0,1,,0,0,37.5,100,0.0,0,0.0,False,5.0,48420.0,48420.0,0.0,0,0,,,0.0,4.0,3,3022690014,507.0,998884.0,194783.0,40.701299,-73.9472221,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9471211 40.7013648),BK,2269,16,507.0,1008.0,33.0,11206.0,90.0,1500.0,GERRY STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"3,750",0,,,,,7.0,1,,0,0,37.5,100,0.0,0,0.0,False,5.0,48420.0,48420.0,0.0,0,0,,,0.0,4.0,3,3022690016,507.0,998912.0,194807.0,40.7013648,-73.9471211,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9470345 40.7014224),BK,2269,17,507.0,1008.0,33.0,11206.0,90.0,1500.0,74 GERRY STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,0,,0,0,25,100,0.0,0,0.0,False,5.0,40140.0,40140.0,0.0,0,0,,,0.0,4.0,3,3022690017,507.0,998936.0,194828.0,40.7014224,-73.9470345,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9469374 40.7011204),BK,2269,47,507.0,1008.0,33.0,11206.0,90.0,1500.0,41 BARTLETT STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,1,,0,0,25,100,0.0,0,0.0,False,5.0,40140.0,40140.0,0.0,0,0,,,0.0,4.0,3,3022690047,507.0,998963.0,194718.0,40.7011204,-73.9469374,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9470023 40.7010793),BK,2269,48,507.0,1008.0,33.0,11206.0,90.0,1500.0,39 BARTLETT STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,1,,0,0,25,100,0.0,0,0.0,False,5.0,40140.0,40140.0,0.0,0,0,,,0.0,4.0,3,3022690048,507.0,998945.0,194703.0,40.7010793,-73.9470023,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9470709 40.7010354),BK,2269,49,507.0,1008.0,33.0,11206.0,90.0,1500.0,37 BARTLETT STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,1,,0,0,25,100,0.0,0,0.0,False,5.0,40140.0,40140.0,0.0,0,0,,,0.0,4.0,3,3022690049,507.0,998926.0,194687.0,40.7010354,-73.9470709,13b,,,,1,t,,3050700.0,30507001008.0,,,
POINT (-73.9471394 40.7009915),BK,2269,50,507.0,1008.0,33.0,11206.0,90.0,1500.0,35 BARTLETT STREET,R7A,,,,,V0,11.0,0.0,C,NYC HOUSING PRESERVATION AND DEVELOPMENT,"2,500",0,,,,,7.0,1,,0,0,25,100,0.0,0,0.0,False,5.0,40140.0,40140.0,0.0,0,0,,,0.0,4.0,3,3022690050,507.0,998907.0,194671.0,40.7009915,-73.9471394,13b,,,,1,t,,3050700.0,30507001008.0,,,
