development,tds_#,building_#,stairhall#,borough_nycha,house_#,street,address_nycha,city,state,zip_code,bin,block,lot,BBL,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude_nycha,longitude_nycha,geometry,borough_pluto,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude_pluto,longitude_pluto,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt,consumption_(kwh),current_charges,borough,consumption_per_unit
SOTOMAYOR HOUSES,67,4,4,BRONX,1010,SOUNDVIEW AVENUE,1010 SOUNDVIEW AVENUE,BRONX,NY,"10,472",2092787,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.8254,-73.869479,POINT (-73.869479 40.8254),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,5,5,BRONX,1020,SOUNDVIEW AVENUE,1020 SOUNDVIEW AVENUE,BRONX,NY,"10,472",2092788,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.825612,-73.870009,POINT (-73.870009 40.825612),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,6,6,BRONX,1050,SOUNDVIEW AVENUE,1050 SOUNDVIEW AVENUE,BRONX,NY,"10,472",2092789,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826186,-73.870616,POINT (-73.870616 40.826186),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,7,7,BRONX,1670,WATSON AVENUE,1670 WATSON AVENUE,BRONX,NY,"10,472",2092791,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826629,-73.871051,POINT (-73.871051 40.826629),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,8,8,BRONX,1690,WATSON AVENUE,1690 WATSON AVENUE,BRONX,NY,"10,472",2092792,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82678,-73.870439,POINT (-73.870439 40.82678),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,9,9,BRONX,1040,SOUNDVIEW AVENUE,1040 SOUNDVIEW AVENUE,BRONX,NY,"10,472",2092790,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826285,-73.869772,POINT (-73.869772 40.826285),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,10,10,BRONX,1720,WATSON AVENUE,1720 WATSON AVENUE,BRONX,NY,"10,472",2092793,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826652,-73.869133,POINT (-73.869133 40.826652),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,11,11,BRONX,1730,WATSON AVENUE,1730 WATSON AVENUE,BRONX,NY,"10,472",2092794,3723,1,2037230001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827006,-73.868658,POINT (-73.868658 40.827006),BX,3723.0,1.0,44.0,2000.0,18.0,10472.0,43.0,3020.0,1715 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"488,700","526,690","526,690",0,0,0,2.0,11.0,7.0,594.0,594,493.0,741.25,150.0,90.0,0.0,True,3.0,1917450.0,14114250.0,1953.0,0,0,,,1.08,1.5,2.0,2037230001.0,44.0,1020365.0,240299.0,40.8261669,-73.869506,6c,True,,,1.0,,,2004400.0,20044002000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,274347.93265993265
SOTOMAYOR HOUSES,67,12,12,BRONX,1744,WATSON AVENUE,1744 WATSON AVENUE,BRONX,NY,"10,472",2092797,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82709,-73.867613,POINT (-73.867613 40.82709),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,13,13,BRONX,1040,ROSEDALE AVENUE,1040 ROSEDALE AVENUE,BRONX,NY,"10,472",2092795,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826099,-73.867379,POINT (-73.867379 40.826099),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,14,14,BRONX,1755,BRUCKNER BOULEVARD,1755 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092796,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826058,-73.866928,POINT (-73.866928 40.826058),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,15,15,BRONX,1750,WATSON AVENUE,1750 WATSON AVENUE,BRONX,NY,"10,472",2092798,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826826,-73.867118,POINT (-73.867118 40.826826),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,16,16,BRONX,1760,WATSON AVENUE,1760 WATSON AVENUE,BRONX,NY,"10,472",2092799,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827306,-73.866977,POINT (-73.866977 40.827306),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,17,17,BRONX,1780,WATSON AVENUE,1780 WATSON AVENUE,BRONX,NY,"10,472",2092802,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827221,-73.86605,POINT (-73.86605 40.827221),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,18,18,BRONX,1085,BEACH AVENUE,1085 BEACH AVENUE,BRONX,NY,"10,472",2092801,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82713,-73.865689,POINT (-73.865689 40.82713),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,19,19,BRONX,1781,BRUCKNER BOULEVARD,1781 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092803,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826268,-73.865977,POINT (-73.865977 40.826268),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,20,20,BRONX,1775,BRUCKNER BOULEVARD,1775 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092804,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.825801,-73.866137,POINT (-73.866137 40.825801),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,21,21,BRONX,1791,BRUCKNER BOULEVARD,1791 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092805,3725,1,2037250001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826049,-73.865435,POINT (-73.865435 40.826049),BX,3725.0,1.0,44.0,1000.0,18.0,10472.0,43.0,3020.0,1755 BRUCKNER BOULEVARD,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"502,282","525,346","502,023",0,0,"23,323",2.0,13.0,7.0,534.0,536,677.17,741.25,150.0,90.0,0.0,True,3.0,2249100.0,11742750.0,1953.0,0,0,,,1.05,1.5,2.0,2037250001.0,44.0,1021197.0,240424.0,40.8265065,-73.866499,7a,True,,,1.0,,,2004400.0,20044001000.0,1953-01-01,,,162962672.0,22946569.68,BRONX,305173.543071161
SOTOMAYOR HOUSES,67,22,22,BRONX,1805,BRUCKNER BOULEVARD,1805 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092806,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826034,-73.864585,POINT (-73.864585 40.826034),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,23,23,BRONX,1060,BEACH AVENUE,1060 BEACH AVENUE,BRONX,NY,"10,472",2092807,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827045,-73.864819,POINT (-73.864819 40.827045),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,24,24,BRONX,1810,WATSON AVENUE,1810 WATSON AVENUE,BRONX,NY,"10,472",2102921,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.827575,-73.864686,POINT (-73.864686 40.827575),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,25,25,BRONX,1824,WATSON AVENUE,1824 WATSON AVENUE,BRONX,NY,"10,472",2092809,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.82739,-73.864148,POINT (-73.864148 40.82739),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,26,26,BRONX,1836,WATSON AVENUE,1836 WATSON AVENUE,BRONX,NY,"10,472",2092810,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826939,-73.863715,POINT (-73.863715 40.826939),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,27,27,BRONX,1815,BRUCKNER BOULEVARD,1815 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092808,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826458,-73.864353,POINT (-73.864353 40.826458),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOTOMAYOR HOUSES,67,28,28,BRONX,1825,BRUCKNER BOULEVARD,1825 BRUCKNER BOULEVARD,BRONX,NY,"10,472",2092811,3730,1,2037300001,44,BX0901,Soundview-Bruckner-Bronx River,9,18,85,34,14,,40.826235,-73.863851,POINT (-73.863851 40.826235),BX,3730.0,1.0,44.0,3002.0,18.0,10472.0,43.0,3020.0,THIERIOT AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"332,137","335,128","335,128",0,0,0,2.0,7.0,7.0,378.0,378,366.0,701.08,150.0,90.0,0.0,True,3.0,1306350.0,21137850.0,1953.0,0,0,,,1.01,1.5,2.0,2037300001.0,44.0,1021835.0,240527.0,40.8267866,-73.8641932,4b,True,2037300001.0,08/04/2021,1.0,,,2004400.0,20044003002.0,1953-01-01,,,162962672.0,22946569.68,BRONX,431118.1798941799
SOUNDVIEW,71,1,1,BRONX,639,ROSEDALE AVENUE,639 ROSEDALE AVENUE,BRONX,NY,"10,473",2092651,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818067,-73.866535,POINT (-73.866535 40.818067),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
SOUNDVIEW,71,1,2,BRONX,661,ROSEDALE AVENUE,661 ROSEDALE AVENUE,BRONX,NY,"10,473",2092651,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818307,-73.866547,POINT (-73.866547 40.818307),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
SOUNDVIEW,71,2,3,BRONX,1704,SEWARD AVENUE,1704 SEWARD AVENUE,BRONX,NY,"10,473",2092649,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817981,-73.867335,POINT (-73.867335 40.817981),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
SOUNDVIEW,71,2,4,BRONX,1710,SEWARD AVENUE,1710 SEWARD AVENUE,BRONX,NY,"10,473",2092649,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.818212,-73.867359,POINT (-73.867359 40.818212),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
SOUNDVIEW,71,3,5,BRONX,1682,SEWARD AVENUE,1682 SEWARD AVENUE,BRONX,NY,"10,473",2092647,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.817798,-73.868658,POINT (-73.868658 40.817798),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
SOUNDVIEW,71,3,6,BRONX,1686,SEWARD AVENUE,1686 SEWARD AVENUE,BRONX,NY,"10,473",2092647,3551,1,2035510001,"2,001",BX0902,Soundview-Clason Point,9,18,85,34,14,,40.81802,-73.868664,POINT (-73.868664 40.81802),BX,3551.0,1.0,20.0,3002.0,18.0,10473.0,43.0,3030.0,1670 SEWARD AVENUE,R5,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"626,400","537,899","537,899",0,0,0,2.0,10.0,7.0,775.0,775,"1,080",580,235.0,155.0,0.0,True,5.0,2249550.0,13530150.0,1953.0,0,0,,,0.86,1.5,2.0,2035510001.0,20.0,1020778.0,237171.0,40.8175797,-73.8680307,6c,True,,,1.0,,,2002001.0,20020011002.0,1953-01-01,,,128619254.0,18271292.33,BRONX,165960.32774193547
